"created_date","complaint_type","borough","agency_name","status"
"2026-05-05T03:09:12.000","Graffiti","QUEENS","Department of Sanitation","Open"
"2026-05-05T02:56:04.000","Graffiti","QUEENS","Department of Sanitation","Open"
"2026-05-05T02:30:52.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T02:01:50.000","Street Condition","BROOKLYN","Department of Transportation","Open"
"2026-05-05T02:00:32.000","Street Condition","BROOKLYN","Department of Transportation","Open"
"2026-05-05T01:49:04.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:48:18.000","Noise - Residential","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T01:47:59.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:47:32.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:46:46.000","Noise - Vehicle","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:46:43.000","Food Establishment","BRONX","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T01:46:03.000","Illegal Parking","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T01:45:45.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:44:21.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:43:33.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:43:33.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:43:28.000","Taxi Complaint","BROOKLYN","Taxi and Limousine Commission","In Progress"
"2026-05-05T01:43:20.000","Homeless Person Assistance","BRONX","Department of Homeless Services","In Progress"
"2026-05-05T01:43:04.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:42:37.000","Street Sign - Damaged","BRONX","Department of Transportation","In Progress"
"2026-05-05T01:42:16.000","Noise - Vehicle","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:42:03.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:41:12.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:41:05.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:40:32.000","Noise - Residential","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T01:40:30.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:40:29.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:40:05.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:40:00.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:39:53.000","Noise - Commercial","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:39:19.000","Smoking or Vaping","QUEENS","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T01:38:31.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:37:27.000","Blocked Driveway","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:36:18.000","Blocked Driveway","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:36:12.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:35:59.000","Noise - Vehicle","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:35:43.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:35:39.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:35:12.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:34:20.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:33:06.000","Abandoned Vehicle","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T01:33:04.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:32:50.000","Noise - Vehicle","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:32:01.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:31:58.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:31:30.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:29:49.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:29:31.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:29:01.000","Noise - Vehicle","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:28:03.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:27:55.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:27:46.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:26:47.000","Abandoned Vehicle","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T01:26:09.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T01:25:53.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:25:01.000","Noise - Vehicle","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:24:57.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T01:24:00.000","Illegal Tree Damage","MANHATTAN","Department of Parks and Recreation","In Progress"
"2026-05-05T01:23:54.000","Illegal Parking","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:22:04.000","Blocked Driveway","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:21:34.000","Abandoned Vehicle","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-05T01:21:28.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:21:27.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:21:16.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:20:54.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:20:11.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:19:46.000","Dirty Condition","BRONX","Department of Sanitation","In Progress"
"2026-05-05T01:19:38.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:19:09.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:18:33.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:18:25.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:17:54.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:17:45.000","Street Condition","BROOKLYN","Department of Transportation","In Progress"
"2026-05-05T01:17:14.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:17:13.000","Dead Animal","QUEENS","Department of Sanitation","In Progress"
"2026-05-05T01:16:51.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:16:14.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:16:11.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T01:16:09.000","Rodent","BRONX","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T01:15:53.000","Obstruction","QUEENS","Department of Sanitation","In Progress"
"2026-05-05T01:15:52.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:14:37.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T01:14:25.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:14:19.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:14:19.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:14:09.000","Noise - Street/Sidewalk","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:14:07.000","Rodent","BRONX","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T01:13:39.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:13:33.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T01:13:18.000","Sanitation Worker or Vehicle Complaint","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-05T01:13:04.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T01:13:00.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:12:57.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:12:53.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:12:42.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:12:33.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T01:12:31.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:12:11.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:11:29.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T01:10:46.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T01:10:44.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:10:24.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T01:10:23.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:10:18.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T01:10:13.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:10:01.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:09:51.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:09:15.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T01:09:03.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T01:08:45.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T01:08:41.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:08:25.000","Noise - Vehicle","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:08:02.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T01:06:21.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T01:06:12.000","Food Establishment","MANHATTAN","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T01:06:10.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:05:59.000","Dirty Condition","BRONX","Department of Sanitation","In Progress"
"2026-05-05T01:05:54.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-05T01:05:52.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:05:42.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T01:04:52.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:04:21.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:04:09.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T01:03:37.000","Smoking or Vaping","MANHATTAN","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T01:03:28.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T01:03:17.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:02:43.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:02:24.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:01:46.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T01:01:22.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T01:00:57.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T01:00:00.000","Traffic Signal Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T00:59:55.000","Blocked Driveway","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:59:44.000","Sidewalk Condition","QUEENS","Department of Transportation","In Progress"
"2026-05-05T00:59:40.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:59:11.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:58:28.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:58:12.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:57:09.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:57:01.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:56:52.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:56:26.000","Noise - Commercial","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:56:20.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:56:15.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:55:59.000","Blocked Driveway","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:55:57.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:55:54.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:55:09.000","For Hire Vehicle Complaint","QUEENS","Taxi and Limousine Commission","In Progress"
"2026-05-05T00:55:01.000","Blocked Driveway","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:54:52.000","Noise - Street/Sidewalk","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:54:40.000","Abandoned Vehicle","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:54:30.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:54:14.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:54:03.000","Illegal Dumping","QUEENS","Department of Sanitation","In Progress"
"2026-05-05T00:54:00.000","Street Light Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-05T00:53:58.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:53:10.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:52:43.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:52:37.000","Encampment","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:52:35.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:52:23.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:52:20.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:51:21.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:50:56.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:50:05.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:50:04.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:49:52.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:49:47.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:49:30.000","Noise - Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:49:29.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:49:12.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:49:10.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:48:30.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:48:08.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:47:45.000","Non-Emergency Police Matter","BRONX","New York City Police Department","Closed"
"2026-05-05T00:47:27.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:47:07.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:46:24.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:46:22.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:46:15.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:46:00.000","Blocked Driveway","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:45:34.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:45:25.000","Street Sign - Missing","QUEENS","Department of Transportation","In Progress"
"2026-05-05T00:45:11.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:45:02.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:44:12.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:44:06.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:44:03.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:43:56.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:43:23.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:43:18.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:42:56.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:42:48.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:42:40.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:42:31.000","Blocked Driveway","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:42:26.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:42:12.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:41:55.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:41:14.000","Street Condition","BROOKLYN","Department of Transportation","Open"
"2026-05-05T00:41:09.000","Noise - Vehicle","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:40:53.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:39:37.000","Blocked Driveway","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:39:32.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:39:31.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:39:13.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:39:09.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:38:43.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:38:39.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:38:37.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:38:32.000","Root/Sewer/Sidewalk Condition","QUEENS","Department of Parks and Recreation","In Progress"
"2026-05-05T00:38:31.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:38:11.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:38:07.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:37:36.000","Ferry Complaint","Unspecified","Department of Transportation","In Progress"
"2026-05-05T00:37:22.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:36:47.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:36:43.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:36:32.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:36:13.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:36:12.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:36:00.000","Traffic Signal Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T00:35:42.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:35:30.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:35:27.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:35:26.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:35:13.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:35:08.000","Noise - Commercial","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:35:07.000","Noise - Residential","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-05T00:34:57.000","Homeless Person Assistance","MANHATTAN","Department of Homeless Services","In Progress"
"2026-05-05T00:34:51.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:34:01.000","Illegal Parking","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:33:58.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:33:39.000","Blocked Driveway","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:33:34.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:33:20.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:33:15.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:32:40.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:32:11.000","Dirty Condition","QUEENS","Department of Sanitation","In Progress"
"2026-05-05T00:32:06.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:31:51.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:31:16.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:30:42.000","Blocked Driveway","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:30:23.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:30:17.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:30:09.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:30:06.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:29:58.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:29:47.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:29:40.000","Residential Disposal Complaint","QUEENS","Department of Sanitation","In Progress"
"2026-05-05T00:29:39.000","Food Establishment","BRONX","Department of Health and Mental Hygiene","In Progress"
"2026-05-05T00:29:17.000","Noise - Commercial","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:29:13.000","Illegal Parking","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:29:13.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:29:09.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:29:08.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:28:40.000","Street Condition","QUEENS","Department of Transportation","Open"
"2026-05-05T00:28:40.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:28:30.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:28:22.000","Noise - Vehicle","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:28:19.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:27:55.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:27:51.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:27:34.000","Noise - Residential","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:27:32.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:27:13.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:26:46.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:25:43.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:25:40.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:25:35.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:24:48.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:24:30.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:24:23.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:24:19.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:24:16.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:24:12.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:23:59.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:23:38.000","Blocked Driveway","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:23:37.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:23:23.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:23:17.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:23:12.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:23:04.000","Noise - Residential","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:22:46.000","Street Sign - Dangling","BROOKLYN","Department of Transportation","In Progress"
"2026-05-05T00:22:24.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:22:03.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:21:59.000","Noise - Residential","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:21:59.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","Closed"
"2026-05-05T00:21:29.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:21:22.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:21:13.000","Encampment","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:21:10.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:21:09.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:21:07.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:21:01.000","Illegal Parking","QUEENS","New York City Police Department","In Progress"
"2026-05-05T00:19:47.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-05T00:19:47.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","In Progress"
"2026-05-05T00:19:46.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:19:13.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-05T00:19:12.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-05T00:19:06.000","Noise - Residential","BRONX","New York City Police Department","In Progress"
"2026-05-05T00:18:35.000","Illegal Parking","BROOKLYN","New York City Police Department","In Progress"
"2026-05-05T00:18:34.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
