"created_date","complaint_type","borough","agency_name","status"
"2026-05-04T01:49:21.000","Noise - Street/Sidewalk","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:49:11.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:48:44.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:48:36.000","Illegal Dumping","MANHATTAN","Department of Sanitation","In Progress"
"2026-05-04T01:47:56.000","Building/Use","QUEENS","Department of Buildings","Open"
"2026-05-04T01:47:49.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:47:10.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:46:52.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:46:29.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:45:31.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:44:14.000","Noise - Street/Sidewalk","STATEN ISLAND","New York City Police Department","In Progress"
"2026-05-04T01:43:55.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:42:47.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:42:32.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:42:15.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:42:12.000","Noise - Commercial","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:41:36.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:41:33.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T01:40:49.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:40:30.000","Noise - Residential","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T01:40:23.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T01:40:20.000","DOOR/WINDOW","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T01:40:01.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:38:48.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:38:09.000","Drug Activity","BRONX","New York City Police Department","Closed"
"2026-05-04T01:35:50.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:35:20.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:35:05.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:34:34.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:34:23.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:34:15.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T01:33:48.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:33:18.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:33:12.000","Building/Use","QUEENS","Department of Buildings","Open"
"2026-05-04T01:32:15.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:32:10.000","Blocked Driveway","BRONX","New York City Police Department","Closed"
"2026-05-04T01:32:07.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:31:49.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T01:31:47.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:31:22.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:31:22.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:31:01.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:30:16.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:30:00.000","Traffic Signal Condition","STATEN ISLAND","Department of Transportation","Closed"
"2026-05-04T01:29:00.000","Water System","QUEENS","Department of Environmental Protection","Closed"
"2026-05-04T01:28:25.000","HEAT/HOT WATER","QUEENS","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:28:17.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:27:17.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:27:12.000","Litter Basket Request","BROOKLYN","Department of Sanitation","In Progress"
"2026-05-04T01:27:04.000","Dead Animal","QUEENS","Department of Sanitation","Closed"
"2026-05-04T01:25:47.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:25:44.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:25:09.000","Noise - Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:24:40.000","Missed Collection","BRONX","Department of Sanitation","Closed"
"2026-05-04T01:23:54.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:23:51.000","Boilers","MANHATTAN","Department of Buildings","Open"
"2026-05-04T01:23:36.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:22:45.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:22:43.000","Blocked Driveway","BRONX","New York City Police Department","Closed"
"2026-05-04T01:22:31.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:22:29.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:22:01.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:21:54.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:21:38.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:21:33.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:21:32.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:21:11.000","Drug Activity","QUEENS","New York City Police Department","In Progress"
"2026-05-04T01:20:51.000","General Construction/Plumbing","MANHATTAN","Department of Buildings","Open"
"2026-05-04T01:20:13.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:20:04.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:19:24.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:18:49.000","Smoking or Vaping","BROOKLYN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T01:18:45.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:18:41.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T01:18:30.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:18:06.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:18:05.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:17:33.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:16:46.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:16:29.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:16:19.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:16:04.000","Non-Emergency Police Matter","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:15:54.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:15:44.000","Street Condition","MANHATTAN","Department of Transportation","Open"
"2026-05-04T01:15:13.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:15:00.000","Traffic Signal Condition","QUEENS","Department of Transportation","Closed"
"2026-05-04T01:14:45.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:14:02.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T01:13:25.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T01:12:14.000","Drinking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:11:36.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:11:30.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:11:10.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:10:34.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:10:03.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T01:09:21.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:08:37.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:07:30.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:07:22.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:07:12.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:07:00.000","Lead","MANHATTAN","Department of Environmental Protection","Open"
"2026-05-04T01:06:46.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:06:42.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:06:29.000","Noise - Commercial","BRONX","New York City Police Department","Closed"
"2026-05-04T01:06:14.000","Consumer Complaint","STATEN ISLAND","Department of Consumer and Worker Protection","In Progress"
"2026-05-04T01:06:06.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:06:01.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:05:59.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T01:04:54.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:04:30.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:03:59.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:03:47.000","Street Condition","QUEENS","Department of Transportation","Closed"
"2026-05-04T01:03:40.000","Traffic","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:03:35.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:03:25.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:02:53.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:02:22.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:01:59.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:01:42.000","UNSANITARY CONDITION","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T01:01:35.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:01:26.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T01:01:20.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Closed"
"2026-05-04T01:01:17.000","Noise - House of Worship","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:00:55.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T01:00:52.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T01:00:35.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:59:48.000","Special Projects Inspection Team (SPIT)","BROOKLYN","Department of Buildings","Open"
"2026-05-04T00:59:30.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:59:27.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:59:05.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:59:03.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:59:00.000","Noise","BROOKLYN","Department of Environmental Protection","Open"
"2026-05-04T00:58:34.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:58:23.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:58:21.000","Drug Activity","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:57:17.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:57:07.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:57:01.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:55:48.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:55:31.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:54:01.000","Noise - Park","BRONX","New York City Police Department","Closed"
"2026-05-04T00:53:29.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:53:08.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:53:04.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:52:49.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:52:34.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:52:09.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:52:04.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:51:46.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:51:40.000","Street Condition","BROOKLYN","Department of Transportation","Open"
"2026-05-04T00:51:00.000","Derelict Vehicles","BROOKLYN","Department of Sanitation","Closed"
"2026-05-04T00:50:52.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:50:15.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:50:08.000","Noise - Street/Sidewalk","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T00:50:00.000","Traffic Signal Condition","BRONX","Department of Transportation","Closed"
"2026-05-04T00:49:39.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:49:37.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:49:33.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T00:49:23.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:49:21.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:48:59.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:48:58.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:48:18.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:48:01.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:47:41.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:47:28.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:47:17.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:47:03.000","Unsanitary Pigeon Condition","MANHATTAN","Department of Health and Mental Hygiene","In Progress"
"2026-05-04T00:46:58.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:46:58.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:46:49.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:46:46.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:46:32.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T00:46:10.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:45:33.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:45:24.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T00:45:04.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:44:51.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:44:38.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T00:44:32.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:43:37.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:43:22.000","Noise - Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:43:10.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:42:54.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:42:50.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:42:43.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:42:16.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:41:53.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:41:51.000","Noise - Street/Sidewalk","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:41:43.000","Taxi Complaint","MANHATTAN","Taxi and Limousine Commission","In Progress"
"2026-05-04T00:41:35.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:40:30.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:40:22.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:40:08.000","PLUMBING","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:40:04.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:39:39.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:39:31.000","Noise - Commercial","BRONX","New York City Police Department","Closed"
"2026-05-04T00:39:30.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:39:25.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:39:17.000","Taxi Complaint","MANHATTAN","Taxi and Limousine Commission","In Progress"
"2026-05-04T00:38:40.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:38:34.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:38:27.000","Blocked Driveway","BRONX","New York City Police Department","Closed"
"2026-05-04T00:38:27.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:38:17.000","Illegal Parking","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:37:47.000","Noise - Park","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:37:45.000","Taxi Complaint","MANHATTAN","Taxi and Limousine Commission","In Progress"
"2026-05-04T00:37:41.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:37:32.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:37:14.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:37:09.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:37:00.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:37:00.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:36:22.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:36:00.000","Noise - Street/Sidewalk","BRONX","New York City Police Department","Closed"
"2026-05-04T00:35:28.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:35:13.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:35:12.000","Blocked Driveway","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:34:48.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:33:40.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:33:29.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:33:24.000","Illegal Parking","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:33:06.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:32:58.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:32:55.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:32:48.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:32:24.000","Blocked Driveway","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:32:21.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:32:05.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:31:57.000","Bridge Condition","BROOKLYN","Department of Transportation","Closed"
"2026-05-04T00:31:46.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:31:45.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","In Progress"
"2026-05-04T00:31:32.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:31:32.000","Street Sign - Damaged","MANHATTAN","Department of Transportation","Closed"
"2026-05-04T00:31:08.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:31:07.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Open"
"2026-05-04T00:30:36.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:30:27.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:30:22.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:30:11.000","Noise - Street/Sidewalk","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T00:29:11.000","Street Condition","QUEENS","Department of Transportation","Closed"
"2026-05-04T00:29:10.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:29:03.000","Homeless Person Assistance","MANHATTAN","Department of Homeless Services","Closed"
"2026-05-04T00:29:01.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:29:01.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:28:58.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:28:47.000","Noise - Commercial","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:28:39.000","Residential Disposal Complaint","MANHATTAN","Department of Sanitation","Closed"
"2026-05-04T00:28:18.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:28:06.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:28:06.000","Maintenance or Facility","MANHATTAN","Department of Parks and Recreation","In Progress"
"2026-05-04T00:27:52.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:27:40.000","Noise - Residential","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:27:30.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:26:58.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:26:52.000","Abandoned Vehicle","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:26:50.000","Traffic","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:26:45.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:26:32.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:26:25.000","Drinking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:26:11.000","Noise - Residential","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T00:25:50.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:25:41.000","Noise - Residential","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:25:38.000","Noise - Commercial","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:25:21.000","Damaged Tree","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T00:25:12.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:25:06.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:25:04.000","HEAT/HOT WATER","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:25:03.000","SAFETY","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:25:03.000","UNSANITARY CONDITION","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:25:03.000","GENERAL","BRONX","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:25:03.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:25:02.000","OUTSIDE BUILDING","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:25:02.000","OUTSIDE BUILDING","BROOKLYN","Department of Housing Preservation and Development","Open"
"2026-05-04T00:24:11.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:24:03.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:23:55.000","Damaged Tree","BROOKLYN","Department of Parks and Recreation","In Progress"
"2026-05-04T00:23:49.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:23:34.000","Noise - Vehicle","BRONX","New York City Police Department","Closed"
"2026-05-04T00:23:32.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:23:07.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:22:18.000","HEAT/HOT WATER","MANHATTAN","Department of Housing Preservation and Development","Closed"
"2026-05-04T00:22:07.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T00:21:53.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:21:45.000","Noise - Vehicle","QUEENS","New York City Police Department","Closed"
"2026-05-04T00:21:40.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:21:39.000","Noise - Vehicle","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:21:33.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:21:21.000","Taxi Complaint","MANHATTAN","Taxi and Limousine Commission","In Progress"
"2026-05-04T00:21:10.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:20:48.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:20:36.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:20:26.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:20:15.000","Noise - Residential","BRONX","New York City Police Department","Closed"
"2026-05-04T00:20:15.000","Illegal Parking","BRONX","New York City Police Department","Closed"
"2026-05-04T00:19:52.000","Noise - Residential","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:19:28.000","Non-Emergency Police Matter","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:19:25.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:18:36.000","Noise - Street/Sidewalk","MANHATTAN","New York City Police Department","Closed"
"2026-05-04T00:18:31.000","Noise - Residential","STATEN ISLAND","New York City Police Department","Closed"
"2026-05-04T00:18:27.000","Noise - Street/Sidewalk","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:17:52.000","Illegal Parking","BROOKLYN","New York City Police Department","Closed"
"2026-05-04T00:16:52.000","HEAT/HOT WATER","BRONX","Department of Housing Preservation and Development","Closed"
